"age" "fnlwgt" "education.num" "marital.status" "occupation" "relationship" "race" "sex" "capital.gain" "capital.loss" "hours.per.week" "native.country" "income"
1.39794000867204 32275 10 " Married-civ-spouse" " Exec-managerial" " Wife" " Other" " Female" 0 0 40 " United-States" " <=50K"
1.25527250510331 226956 9 " Never-married" " Other-service" " Own-child" " White" " Female" 0 0 30 " ?" " <=50K"
1.67209785793572 51835 15 " Married-civ-spouse" " Prof-specialty" " Wife" " White" " Female" 0 1902 60 " Honduras" " >50K"
1.69897000433602 251585 13 " Divorced" " Exec-managerial" " Not-in-family" " White" " Male" 0 0 55 " United-States" " >50K"
1.67209785793572 109832 9 " Divorced" " Exec-managerial" " Not-in-family" " White" " Male" 0 0 60 " United-States" " <=50K"
1.63346845557959 237993 10 " Married-civ-spouse" " Tech-support" " Husband" " White" " Male" 0 0 40 " United-States" " >50K"
1.66275783168157 216666 3 " Married-civ-spouse" " Machine-op-inspct" " Husband" " White" " Male" 0 0 40 " Mexico" " <=50K"
1.54406804435028 56352 11 " Married-civ-spouse" " Other-service" " Husband" " White" " Male" 0 0 40 " Puerto-Rico" " <=50K"
1.61278385671974 147372 9 " Married-civ-spouse" " Adm-clerical" " Husband" " White" " Male" 0 0 48 " United-States" " <=50K"
1.47712125471966 188146 9 " Married-civ-spouse" " Machine-op-inspct" " Husband" " White" " Male" 5013 0 40 " United-States" " <=50K"
1.47712125471966 59496 13 " Married-civ-spouse" " Sales" " Husband" " White" " Male" 2407 0 40 " United-States" " <=50K"
1.50514997831991 293936 4 " Married-spouse-absent" " ?" " Not-in-family" " White" " Male" 0 0 40 " ?" " <=50K"
1.68124123737559 149640 9 " Married-civ-spouse" " Transport-moving" " Husband" " White" " Male" 0 0 40 " United-States" " <=50K"
1.6232492903979 116632 16 " Married-civ-spouse" " Prof-specialty" " Husband" " White" " Male" 0 0 45 " United-States" " >50K"
1.46239799789896 105598 10 " Divorced" " Tech-support" " Not-in-family" " White" " Male" 0 0 58 " United-States" " <=50K"
1.55630250076729 155537 9 " Married-civ-spouse" " Craft-repair" " Husband" " White" " Male" 0 0 40 " United-States" " <=50K"
1.44715803134222 183175 10 " Divorced" " Adm-clerical" " Not-in-family" " White" " Female" 0 0 40 " United-States" " <=50K"
1.72427586960079 169846 9 " Married-civ-spouse" " Adm-clerical" " Wife" " White" " Female" 0 0 40 " United-States" " >50K"
1.69019608002851 191681 10 " Married-civ-spouse" " Exec-managerial" " Husband" " White" " Male" 0 0 50 " United-States" " >50K"
1.39794000867204 200681 10 " Never-married" " ?" " Own-child" " White" " Male" 0 0 40 " United-States" " <=50K"
1.27875360095283 101509 10 " Never-married" " Prof-specialty" " Own-child" " White" " Male" 0 0 32 " United-States" " <=50K"
1.49136169383427 309974 13 " Separated" " Sales" " Own-child" " Black" " Female" 0 0 40 " United-States" " <=50K"
1.46239799789896 162298 13 " Married-civ-spouse" " Sales" " Husband" " White" " Male" 0 0 70 " United-States" " >50K"
1.36172783601759 211678 10 " Never-married" " Machine-op-inspct" " Not-in-family" " White" " Male" 0 0 40 " United-States" " <=50K"
1.89762709129044 124744 10 " Married-civ-spouse" " Prof-specialty" " Other-relative" " White" " Male" 0 0 20 " United-States" " <=50K"
1.43136376415899 213921 9 " Never-married" " Other-service" " Own-child" " White" " Male" 0 0 40 " Mexico" " <=50K"
1.60205999132796 32214 12 " Married-civ-spouse" " Adm-clerical" " Husband" " White" " Male" 0 0 40 " United-States" " <=50K"
1.82607480270083 212759 6 " Married-civ-spouse" " ?" " Husband" " White" " Male" 0 0 2 " United-States" " <=50K"
1.25527250510331 309634 7 " Never-married" " Other-service" " Own-child" " White" " Female" 0 0 22 " United-States" " <=50K"
1.49136169383427 125927 4 " Married-civ-spouse" " Farming-fishing" " Husband" " White" " Male" 0 0 40 " United-States" " <=50K"
1.25527250510331 446839 9 " Never-married" " Sales" " Not-in-family" " White" " Male" 0 0 30 " United-States" " <=50K"
1.7160033436348 276515 13 " Married-civ-spouse" " Other-service" " Husband" " White" " Male" 0 0 40 " Cuba" " <=50K"
1.66275783168157 51618 9 " Married-civ-spouse" " Other-service" " Wife" " White" " Female" 0 0 40 " United-States" " <=50K"
1.77085201164214 159937 9 " Married-civ-spouse" " Sales" " Husband" " White" " Male" 0 0 48 " United-States" " <=50K"
1.64345267648619 343591 9 " Divorced" " Craft-repair" " Not-in-family" " White" " Female" 14344 0 40 " United-States" " >50K"
1.72427586960079 346253 9 " Divorced" " Sales" " Own-child" " White" " Female" 0 0 35 " United-States" " <=50K"
1.69019608002851 268234 9 " Married-civ-spouse" " Protective-serv" " Husband" " White" " Male" 0 0 40 " United-States" " >50K"
1.51851393987789 202051 14 " Married-civ-spouse" " Prof-specialty" " Husband" " White" " Male" 0 0 50 " United-States" " <=50K"
1.47712125471966 54334 5 " Never-married" " Sales" " Not-in-family" " White" " Male" 0 0 40 " United-States" " <=50K"
1.63346845557959 410867 16 " Never-married" " Prof-specialty" " Not-in-family" " White" " Female" 0 0 50 " United-States" " >50K"
1.75587485567249 249977 11 " Married-civ-spouse" " Prof-specialty" " Husband" " White" " Male" 0 0 40 " United-States" " <=50K"
1.56820172406699 286730 10 " Divorced" " Craft-repair" " Unmarried" " White" " Female" 0 0 40 " United-States" " <=50K"
1.44715803134222 212563 10 " Divorced" " Machine-op-inspct" " Unmarried" " Black" " Female" 0 0 25 " United-States" " <=50K"
1.47712125471966 117747 9 " Married-civ-spouse" " Sales" " Wife" " Asian-Pac-Islander" " Female" 0 1573 35 " ?" " <=50K"
1.53147891704226 226296 13 " Married-civ-spouse" " Protective-serv" " Husband" " White" " Male" 0 0 40 " United-States" " >50K"
1.46239799789896 115585 10 " Never-married" " Handlers-cleaners" " Not-in-family" " White" " Male" 0 0 50 " United-States" " <=50K"
1.68124123737559 191277 16 " Married-civ-spouse" " Prof-specialty" " Husband" " White" " Male" 0 1902 60 " United-States" " >50K"
1.56820172406699 202683 10 " Married-civ-spouse" " Sales" " Husband" " White" " Male" 0 0 48 " United-States" " >50K"
1.68124123737559 171095 12 " Divorced" " Exec-managerial" " Unmarried" " White" " Female" 0 0 40 " England" " <=50K"
1.50514997831991 249409 9 " Never-married" " Other-service" " Own-child" " Black" " Male" 0 0 40 " United-States" " <=50K"
1.88081359228079 124191 14 " Married-civ-spouse" " Exec-managerial" " Husband" " White" " Male" 0 0 40 " United-States" " >50K"
1.64345267648619 198282 13 " Married-civ-spouse" " Exec-managerial" " Husband" " White" " Male" 15024 0 60 " United-States" " >50K"
1.67209785793572 149116 14 " Never-married" " Prof-specialty" " Not-in-family" " White" " Female" 0 0 50 " United-States" " <=50K"
1.30102999566398 188300 10 " Never-married" " Tech-support" " Own-child" " White" " Female" 0 0 40 " United-States" " <=50K"
1.46239799789896 103432 9 " Never-married" " Craft-repair" " Not-in-family" " White" " Male" 0 0 40 " United-States" " <=50K"
1.50514997831991 317660 9 " Married-civ-spouse" " Craft-repair" " Husband" " White" " Male" 7688 0 40 " United-States" " >50K"
1.23044892137827 304873 6 " Never-married" " ?" " Own-child" " White" " Female" 34095 0 32 " United-States" " <=50K"
1.47712125471966 194901 7 " Never-married" " Handlers-cleaners" " Own-child" " White" " Male" 0 0 40 " United-States" " <=50K"
1.49136169383427 189265 9 " Never-married" " Adm-clerical" " Not-in-family" " White" " Female" 0 0 40 " United-States" " <=50K"
1.6232492903979 124692 9 " Married-civ-spouse" " Handlers-cleaners" " Husband" " White" " Male" 0 0 40 " United-States" " <=50K"
1.38021124171161 432376 13 " Never-married" " Sales" " Other-relative" " White" " Male" 0 0 40 " United-States" " <=50K"
1.57978359661681 65324 15 " Married-civ-spouse" " Prof-specialty" " Husband" " White" " Male" 0 0 40 " United-States" " >50K"
1.7481880270062 335605 9 " Married-civ-spouse" " Other-service" " Husband" " White" " Male" 0 1887 50 " Canada" " >50K"
1.44715803134222 377869 10 " Married-civ-spouse" " Sales" " Wife" " White" " Female" 4064 0 25 " United-States" " <=50K"
1.55630250076729 102864 9 " Never-married" " Machine-op-inspct" " Own-child" " White" " Female" 0 0 40 " United-States" " <=50K"
1.72427586960079 95647 5 " Married-civ-spouse" " Handlers-cleaners" " Husband" " White" " Male" 0 0 50 " United-States" " <=50K"
1.7481880270062 303090 10 " Married-civ-spouse" " Sales" " Husband" " White" " Male" 0 0 50 " United-States" " <=50K"
1.69019608002851 197371 11 " Married-civ-spouse" " Craft-repair" " Husband" " Black" " Male" 0 0 40 " United-States" " >50K"
1.74036268949424 247552 10 " Married-civ-spouse" " Sales" " Husband" " White" " Male" 0 0 56 " United-States" " <=50K"
1.34242268082221 102632 9 " Never-married" " Craft-repair" " Not-in-family" " White" " Male" 0 0 41 " United-States" " <=50K"
1.32221929473392 199915 10 " Never-married" " Other-service" " Own-child" " White" " Female" 0 0 40 " United-States" " <=50K"
1.60205999132796 118853 13 " Married-civ-spouse" " Exec-managerial" " Husband" " White" " Male" 0 0 60 " United-States" " <=50K"
1.47712125471966 77143 13 " Never-married" " Exec-managerial" " Own-child" " Black" " Male" 0 0 40 " Germany" " <=50K"
1.46239799789896 267989 13 " Married-civ-spouse" " Prof-specialty" " Husband" " White" " Male" 0 0 50 " United-States" " >50K"
1.27875360095283 301606 10 " Never-married" " Other-service" " Own-child" " Black" " Male" 0 0 35 " United-States" " <=50K"
1.67209785793572 287828 13 " Married-civ-spouse" " Exec-managerial" " Wife" " White" " Female" 0 0 40 " United-States" " >50K"
1.30102999566398 111697 10 " Never-married" " Adm-clerical" " Own-child" " White" " Female" 0 1719 28 " United-States" " <=50K"
1.49136169383427 114937 12 " Married-civ-spouse" " Adm-clerical" " Husband" " White" " Male" 0 0 40 " United-States" " >50K"
1.54406804435028 129305 9 " Married-civ-spouse" " ?" " Husband" " White" " Male" 0 0 40 " United-States" " <=50K"
1.5910646070265 365739 10 " Divorced" " Craft-repair" " Not-in-family" " White" " Male" 0 0 40 " United-States" " <=50K"
1.44715803134222 69621 12 " Never-married" " Sales" " Not-in-family" " White" " Female" 0 0 60 " United-States" " <=50K"
1.38021124171161 43323 9 " Never-married" " Other-service" " Not-in-family" " White" " Female" 0 1762 40 " United-States" " <=50K"
1.57978359661681 120985 9 " Married-civ-spouse" " Craft-repair" " Husband" " White" " Male" 4386 0 35 " United-States" " <=50K"
1.56820172406699 254202 13 " Married-civ-spouse" " Sales" " Husband" " White" " Male" 0 0 50 " United-States" " <=50K"
1.66275783168157 146195 12 " Divorced" " Tech-support" " Not-in-family" " Black" " Female" 0 0 36 " United-States" " <=50K"
1.57978359661681 125933 14 " Married-civ-spouse" " Prof-specialty" " Husband" " White" " Male" 0 0 40 " Iran" " >50K"
1.63346845557959 56920 9 " Married-civ-spouse" " Craft-repair" " Husband" " White" " Male" 0 0 60 " United-States" " <=50K"
1.43136376415899 163127 11 " Married-civ-spouse" " Adm-clerical" " Wife" " White" " Female" 0 0 35 " United-States" " <=50K"
1.30102999566398 34310 10 " Never-married" " Sales" " Own-child" " White" " Male" 0 0 20 " United-States" " <=50K"
1.69019608002851 81973 10 " Married-civ-spouse" " Craft-repair" " Husband" " Asian-Pac-Islander" " Male" 0 0 40 " United-States" " >50K"
1.78532983501077 66614 9 " Married-civ-spouse" " Craft-repair" " Husband" " White" " Male" 0 0 40 " United-States" " <=50K"
1.43136376415899 232782 10 " Never-married" " Sales" " Own-child" " White" " Female" 0 0 40 " United-States" " <=50K"
1.27875360095283 316868 10 " Never-married" " Other-service" " Own-child" " White" " Male" 0 0 30 " Mexico" " <=50K"
1.65321251377534 196584 11 " Never-married" " Prof-specialty" " Not-in-family" " White" " Female" 0 1564 40 " United-States" " >50K"
1.84509804001426 105376 10 " Never-married" " Tech-support" " Other-relative" " White" " Male" 0 0 40 " United-States" " <=50K"
1.49136169383427 185814 9 " Never-married" " Transport-moving" " Unmarried" " Black" " Female" 0 0 30 " United-States" " <=50K"
1.34242268082221 175374 10 " Married-civ-spouse" " Other-service" " Husband" " White" " Male" 0 0 24 " United-States" " <=50K"
1.55630250076729 108293 9 " Widowed" " Other-service" " Unmarried" " White" " Female" 0 0 24 " United-States" " <=50K"
1.80617997398389 181232 7 " Married-civ-spouse" " Craft-repair" " Husband" " White" " Male" 0 2179 40 " United-States" " <=50K"
1.63346845557959 174662 10 " Divorced" " ?" " Not-in-family" " White" " Female" 0 0 40 " United-States" " <=50K"
1.67209785793572 186009 10 " Divorced" " Adm-clerical" " Unmarried" " White" " Female" 0 0 38 " Mexico" " <=50K"
1.53147891704226 198183 9 " Never-married" " Adm-clerical" " Not-in-family" " White" " Female" 0 0 40 " United-States" " <=50K"
1.51851393987789 163003 13 " Never-married" " Exec-managerial" " Other-relative" " Asian-Pac-Islander" " Female" 0 0 40 " Philippines" " <=50K"
1.32221929473392 296158 9 " Never-married" " Craft-repair" " Own-child" " White" " Male" 0 0 35 " United-States" " <=50K"
1.7160033436348 252903 9 " Divorced" " ?" " Not-in-family" " White" " Male" 0 0 45 " United-States" " >50K"
1.68124123737559 187715 9 " Married-civ-spouse" " Craft-repair" " Husband" " White" " Male" 0 0 46 " United-States" " <=50K"
1.36172783601759 214542 13 " Never-married" " Handlers-cleaners" " Not-in-family" " White" " Male" 0 0 40 " United-States" " <=50K"
1.85125834871908 494223 10 " Separated" " Sales" " Unmarried" " Black" " Male" 0 1816 2 " United-States" " <=50K"
1.46239799789896 191535 9 " Divorced" " Craft-repair" " Not-in-family" " White" " Male" 0 0 60 " United-States" " <=50K"
1.6232492903979 228456 13 " Separated" " Other-service" " Other-relative" " Black" " Male" 0 0 50 " United-States" " <=50K"
1.83250891270624 38317 2 " Divorced" " ?" " Not-in-family" " White" " Female" 0 0 20 " United-States" " <=50K"
1.39794000867204 252752 9 " Never-married" " Other-service" " Unmarried" " White" " Female" 0 0 40 " United-States" " <=50K"
1.64345267648619 78374 14 " Divorced" " Exec-managerial" " Unmarried" " Asian-Pac-Islander" " Female" 0 0 40 " United-States" " <=50K"
1.44715803134222 88419 9 " Never-married" " Exec-managerial" " Not-in-family" " Asian-Pac-Islander" " Female" 0 0 40 " England" " <=50K"
1.65321251377534 201080 14 " Married-civ-spouse" " Sales" " Husband" " White" " Male" 0 0 40 " United-States" " >50K"
1.55630250076729 207157 10 " Divorced" " Other-service" " Unmarried" " White" " Female" 0 0 40 " Mexico" " <=50K"
1.5910646070265 235485 12 " Never-married" " Exec-managerial" " Not-in-family" " White" " Male" 0 0 42 " United-States" " <=50K"
1.66275783168157 102628 14 " Widowed" " Protective-serv" " Unmarried" " White" " Male" 0 0 40 " United-States" " <=50K"
1.25527250510331 25828 7 " Never-married" " Handlers-cleaners" " Own-child" " White" " Male" 0 0 16 " United-States" " <=50K"
1.81954393554187 54826 11 " Widowed" " Prof-specialty" " Not-in-family" " White" " Female" 0 0 20 " United-States" " <=50K"
1.43136376415899 124953 9 " Never-married" " Other-service" " Not-in-family" " White" " Male" 0 1980 40 " United-States" " <=50K"
1.44715803134222 175325 9 " Married-civ-spouse" " Protective-serv" " Husband" " White" " Male" 0 0 40 " United-States" " <=50K"
1.70757017609794 96062 10 " Married-civ-spouse" " Sales" " Husband" " White" " Male" 0 1977 40 " United-States" " >50K"
1.43136376415899 428030 13 " Never-married" " Craft-repair" " Not-in-family" " White" " Male" 0 0 50 " United-States" " <=50K"
1.44715803134222 149624 13 " Married-civ-spouse" " Prof-specialty" " Husband" " White" " Male" 0 0 40 " United-States" " >50K"
1.43136376415899 253814 9 " Married-spouse-absent" " Sales" " Unmarried" " White" " Female" 0 0 25 " United-States" " <=50K"
1.32221929473392 312956 9 " Never-married" " Craft-repair" " Own-child" " Black" " Male" 0 0 40 " United-States" " <=50K"
1.53147891704226 483777 9 " Never-married" " Handlers-cleaners" " Not-in-family" " Black" " Male" 0 0 40 " United-States" " <=50K"
1.25527250510331 183930 9 " Never-married" " Other-service" " Own-child" " White" " Male" 0 0 12 " United-States" " <=50K"
1.51851393987789 37274 13 " Married-civ-spouse" " Prof-specialty" " Husband" " White" " Male" 0 0 65 " United-States" " <=50K"
1.64345267648619 181344 10 " Married-civ-spouse" " Exec-managerial" " Husband" " Black" " Male" 0 0 38 " United-States" " >50K"
1.63346845557959 114580 10 " Divorced" " Adm-clerical" " Not-in-family" " White" " Female" 0 0 40 " United-States" " <=50K"
1.47712125471966 633742 10 " Never-married" " Craft-repair" " Not-in-family" " Black" " Male" 0 0 45 " United-States" " <=50K"
1.60205999132796 286370 4 " Married-civ-spouse" " Machine-op-inspct" " Husband" " White" " Male" 0 0 40 " Mexico" " >50K"
1.56820172406699 29054 10 " Married-civ-spouse" " Adm-clerical" " Husband" " White" " Male" 0 0 42 " United-States" " >50K"
1.53147891704226 304030 9 " Married-civ-spouse" " Adm-clerical" " Husband" " Black" " Male" 0 0 40 " United-States" " <=50K"
1.61278385671974 143129 13 " Divorced" " Exec-managerial" " Not-in-family" " White" " Female" 0 0 40 " United-States" " <=50K"
1.72427586960079 135105 13 " Divorced" " ?" " Not-in-family" " White" " Female" 0 0 50 " United-States" " <=50K"
1.49136169383427 99928 14 " Married-civ-spouse" " Prof-specialty" " Wife" " White" " Female" 0 0 50 " United-States" " <=50K"
1.76342799356294 109567 16 " Married-civ-spouse" " Prof-specialty" " Husband" " White" " Male" 0 0 1 " United-States" " >50K"
1.57978359661681 155222 10 " Divorced" " Machine-op-inspct" " Not-in-family" " Black" " Female" 0 0 28 " United-States" " <=50K"
1.38021124171161 159567 10 " Married-civ-spouse" " Machine-op-inspct" " Husband" " White" " Male" 0 0 40 " United-States" " <=50K"
1.61278385671974 523910 13 " Married-civ-spouse" " Craft-repair" " Husband" " Black" " Male" 0 0 40 " United-States" " <=50K"
1.67209785793572 120939 10 " Married-civ-spouse" " Tech-support" " Husband" " White" " Male" 0 0 45 " United-States" " <=50K"
1.61278385671974 130760 13 " Married-civ-spouse" " Tech-support" " Husband" " White" " Male" 0 0 24 " United-States" " <=50K"
1.36172783601759 197387 3 " Married-civ-spouse" " Transport-moving" " Other-relative" " White" " Male" 0 0 40 " Mexico" " <=50K"
1.55630250076729 99374 10 " Divorced" " Craft-repair" " Not-in-family" " White" " Male" 0 0 40 " United-States" " <=50K"
1.60205999132796 56795 14 " Never-married" " Exec-managerial" " Not-in-family" " White" " Female" 14084 0 55 " United-States" " >50K"
1.54406804435028 138992 14 " Married-civ-spouse" " Prof-specialty" " Other-relative" " White" " Male" 7298 0 40 " United-States" " >50K"
1.38021124171161 32921 9 " Never-married" " Sales" " Not-in-family" " White" " Male" 0 0 40 " United-States" " <=50K"
1.41497334797082 397317 14 " Never-married" " Prof-specialty" " Not-in-family" " White" " Female" 0 1876 40 " United-States" " <=50K"
1.27875360095283 170653 9 " Never-married" " ?" " Own-child" " White" " Male" 0 0 40 " Italy" " <=50K"
1.70757017609794 259323 13 " Married-civ-spouse" " Exec-managerial" " Husband" " White" " Male" 0 0 50 " United-States" " >50K"
1.6232492903979 254817 10 " Never-married" " Prof-specialty" " Not-in-family" " White" " Female" 0 1340 40 " United-States" " <=50K"
1.56820172406699 48211 9 " Divorced" " Adm-clerical" " Unmarried" " White" " Female" 0 0 35 " United-States" " <=50K"
1.25527250510331 140164 7 " Never-married" " Sales" " Own-child" " White" " Female" 0 0 40 " United-States" " <=50K"
1.55630250076729 128757 13 " Married-civ-spouse" " Other-service" " Husband" " Black" " Male" 7298 0 36 " United-States" " >50K"
1.54406804435028 36270 9 " Divorced" " Craft-repair" " Not-in-family" " White" " Male" 0 0 60 " United-States" " <=50K"
1.76342799356294 210563 9 " Married-civ-spouse" " Sales" " Wife" " White" " Female" 15024 0 35 " United-States" " >50K"
1.23044892137827 65368 7 " Never-married" " Sales" " Own-child" " White" " Female" 0 0 12 " United-States" " <=50K"
1.64345267648619 160943 9 " Married-civ-spouse" " Transport-moving" " Husband" " Black" " Male" 0 0 40 " United-States" " <=50K"
1.56820172406699 208358 9 " Married-civ-spouse" " Craft-repair" " Husband" " White" " Male" 0 0 40 " United-States" " >50K"
1.54406804435028 153790 10 " Never-married" " Sales" " Not-in-family" " Amer-Indian-Eskimo" " Female" 0 0 40 " United-States" " <=50K"
1.77815125038364 85815 9 " Married-civ-spouse" " Craft-repair" " Husband" " Asian-Pac-Islander" " Male" 0 0 40 " United-States" " <=50K"
1.73239375982297 125417 4 " Married-civ-spouse" " Machine-op-inspct" " Husband" " White" " Male" 0 0 40 " United-States" " >50K"
1.56820172406699 635913 13 " Never-married" " Exec-managerial" " Not-in-family" " Black" " Male" 0 0 60 " United-States" " >50K"
1.69897000433602 313321 12 " Divorced" " Sales" " Not-in-family" " White" " Female" 0 0 40 " United-States" " <=50K"
1.57978359661681 182609 13 " Married-civ-spouse" " Sales" " Husband" " White" " Male" 0 0 50 " Poland" " <=50K"
1.65321251377534 109434 13 " Married-civ-spouse" " Prof-specialty" " Husband" " White" " Male" 0 0 55 " United-States" " <=50K"
1.39794000867204 255004 6 " Never-married" " Craft-repair" " Not-in-family" " White" " Male" 0 0 40 " United-States" " <=50K"
1.49136169383427 197860 10 " Married-civ-spouse" " Handlers-cleaners" " Husband" " White" " Male" 0 0 40 " United-States" " <=50K"
1.80617997398389 187656 2 " Divorced" " ?" " Not-in-family" " White" " Male" 0 0 40 " United-States" " <=50K"
1.95424250943932 51744 9 " Never-married" " Other-service" " Not-in-family" " Black" " Male" 0 2206 40 " United-States" " <=50K"
